,tweet_id,Usuário,Publicação,Data,Compartilhamentos,Comentários,Likes,Citações,Sentimento
4484,1545509260016193536,Rasengan Sushi,@jeongprettyy tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:44:56+00:00,0,0,0,0,neg
4485,1545509235294863361,"Feliz e triste, triste e feliz",@keeryfavs tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:44:50+00:00,0,0,0,0,neg
4486,1545509207277010945,My,por alguém que pague meu ifood oh aleluia,2022-07-08 20:44:43+00:00,0,1,10,0,neg
4487,1545508889508171776,liv,comida boa é aquela comida feita com amor promoção da semana não fique por fora peça já seu combo peça no ifood ou no whatsapp otimo final de semana https t co dkybvsq jf,2022-07-08 20:43:28+00:00,0,0,0,0,pos
4488,1545508887033421824,✨ Michel B. Jordan ✨,@stellarbeiro tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:43:27+00:00,0,0,0,0,neg
4489,1545508823372382210,Juaum,@malumanso_ tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:43:12+00:00,0,0,0,0,neg
4490,1545508731709964291,João ©,@bruxadblen tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:42:50+00:00,0,0,0,0,neg
4491,1545508684939288576,davimario,@reeismarinaa tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:42:39+00:00,0,0,1,0,neg
4492,1545508642862108672,lolinha,@sanntosrafs tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:42:29+00:00,0,0,0,1,neg
4493,1545508613023825922,onurb ✺,@ovitoorvidal tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:42:22+00:00,0,0,0,0,neg
4494,1545508592463355904,tai tai 🎈,@mariwenzrd tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:42:17+00:00,0,0,0,0,neg
4495,1545508544916619265,Giliardi,@ilvstyles tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:42:05+00:00,0,0,0,0,neg
4496,1545508506492715008,Όλυμπος,@livia_gabrielaa tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:41:56+00:00,0,0,0,0,neg
4497,1545508484824928256,Hugo Cals,@alohaluma tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:41:51+00:00,0,1,0,0,neg
4498,1545508460804145156,churrasqueira invisível,@kentothislove tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:41:45+00:00,0,0,0,0,neg
4499,1545508431888515072,Laiza,@nocntxtluiza tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:41:38+00:00,0,0,0,0,neg
4500,1545508408488591361,Brenda 🍥,@laarineeri tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:41:33+00:00,0,0,0,0,neg
4501,1545508279090036739,apoiadora de webnamoro,toda semana eu compro no zé delivery e essa desgraça não libera um cupom ifood é outro também 😡,2022-07-08 20:41:02+00:00,0,0,5,0,pos
4502,1545508192108560390,kiki,minha mãe descobriu o ifood e agora não para mais,2022-07-08 20:40:41+00:00,0,0,0,0,pos
4503,1545508109157900289,iFood News,@saruminha tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:40:22+00:00,0,0,0,0,neg
4504,1545507978459201539,betatrouxa,@__maviribeiro tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:39:50+00:00,0,0,0,0,neg
4505,1545507973165981699,Charles Oliveira,o moço do ifood veio entregar aqui em casa eu paguei ele com alguma cosis mas eu n lembro com oq eu paguei pq o dinheiro q eu ia pagar ainda ta cmg?????,2022-07-08 20:39:49+00:00,0,0,0,0,neg
4506,1545507956560633858,Bazz 🎨 nalu's day,@linosswk tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:39:45+00:00,0,0,0,0,neg
4507,1545507907374141443,cantinadaserra,@bellaylz @lmjxangels tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:39:33+00:00,0,0,0,0,neg
4508,1545507873580617730,Cesar Sarkis Filho,@larabaldson tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:39:25+00:00,0,0,0,0,neg
4509,1545507848335106048,Theuz 🍁,tentando trabalhar mais o ifood não deixa me travando abessa 😡,2022-07-08 20:39:19+00:00,0,0,0,0,pos
4510,1545507822464602112,elle • 13/07,@baldedeiixo tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:39:13+00:00,0,0,0,0,neg
4511,1545507790311067648,ugu,@thally lojinha do ifood hshshdhsh o sabor o nome,2022-07-08 20:39:06+00:00,0,1,1,0,pos
4512,1545507734128394241,Lori Le Meyers,n me liguei e comprei coisa no ifood de um estabelecimento quadras da minha casa motoboy vai andar quadras jkkkkkkkkkk,2022-07-08 20:38:52+00:00,0,0,0,0,pos
4513,1545507688456519680,🎭,e o @ifood não cansa a promoção retire bikes por h por reais cada retirada de hj até dia e no dia sua semana vai ser gratuita só que vc já pagou pra participar da promoção e no dia você ainda tem dias da semana anterior ou seja nada para nada,2022-07-08 20:38:41+00:00,0,0,0,0,neg
4514,1545507687185764356,Renato Moraes,@torispringsz tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:38:41+00:00,0,0,0,0,neg
4515,1545507667124408320,⍟ Mill🅰️ᴵˢ,@ninaioverrrr tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:38:36+00:00,0,0,0,0,neg
4516,1545507459887992835,borderlinda,@luvwuxian tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:37:47+00:00,0,0,0,0,neg
4517,1545507420478361601,mari,@bunjkoo infelizmente te entendo mas não se trata assim voce eh bonita e legal acha msm que não merece um docinho ou uma comidinha do ifood? merece sim,2022-07-08 20:37:37+00:00,0,0,0,0,neg
4518,1545507414857945088,vic,@fuckinaii tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:37:36+00:00,0,0,0,0,neg
4519,1545507358205526016,daddyyang23,@nessakanda tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:37:22+00:00,0,0,0,0,neg
4520,1545507321169723393,nithy,@ifood eu tenho uma ideia i si vocês resolvessem o meu problema?,2022-07-08 20:37:14+00:00,0,0,0,0,neg
4522,1545507083226910725,patrisio se fuerte,hj por volta das h o motoboy do ifood estará nas cabines do glory 🔥🔥🔥 quem pegou sabe que é um nível mais elevado 😈😈😈,2022-07-08 20:36:17+00:00,0,0,7,0,pos
4523,1545507043800453124,🌸 Cheez 🌸,pedi um ifood hj daí o maluco demorando pra carai quando fui o cara vindo apezão entrar a comida?????? ri muito não deu mano,2022-07-08 20:36:08+00:00,0,0,2,0,neg
4524,1545506974955085824,natalia cdzinha pr,@elnbby tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:35:51+00:00,0,0,0,0,neg
4525,1545506936514289665,edu,@thaaymorena tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:35:42+00:00,0,0,0,0,neg
4526,1545506880872644609,Cupom de desconto | ofertas,esse é o serviço prestado pelo suporte do @ifood falam qualquer coisa se apressam para encerrar o pedido e te deixam falando sozinho nota zero https t co osvhzfrjou,2022-07-08 20:35:29+00:00,0,0,0,0,neg
4527,1545506871813050369,BHAZ,@thassan tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:35:27+00:00,0,0,0,0,neg
4528,1545506790808363008,paulo lixo vampiro 🦅,@krestunn @pantaleao_a tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:35:07+00:00,0,0,0,0,neg
4529,1545506719706615808,cidade BH,@the_slayer___ tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:34:50+00:00,0,0,0,0,neg
4531,1545506567860232193,w!nne®,@rafaellangr tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:34:14+00:00,0,1,0,0,neg
4532,1545499234148950017,Cami 🎸,@ay toluvs ah bia eu te peço um ifood,2022-07-08 20:05:06+00:00,0,1,1,0,pos
4533,1545498766018478080,Black Angel,vemm fico em copacabana e atendo domicílio só pedir pelo ifood https t co pjbitsf,2022-07-08 20:03:14+00:00,0,0,0,0,neg
4534,1545498717637279746,Aliene tia de 2,@rafaabsb_crvg @cica_rock até porque o ifood te explora e você aceita porque necessita desse dinheiro mas concordar com a exploração são outros quinhentos tenha certeza que o ifood ganha muito te explorando,2022-07-08 20:03:02+00:00,0,0,2,0,pos
4535,1545498406105358337,thay. ❤️🐮,ifood na marina é só de puta no iate,2022-07-08 20:01:48+00:00,0,0,2,0,neg
4536,1545498221908295683,Sah🥀,@rafaabsb_crvg @cica_rock sinto muito por você por mim que também estou desempregada e por ela mas concordar que isso é um absurdo tão grande não é possível que você não veja problemas nisso e ainda ache que a mulher deve ser grata ao casal do mesmo jeito que você não deve ser grato ao ifood,2022-07-08 20:01:04+00:00,0,1,0,0,neg
4537,1545497841677860867,Liam | 📺: Monster,entro no ifood feliz e saio chorando e com fome,2022-07-08 19:59:34+00:00,0,0,0,0,neg
4539,1545497337010831362,Verena,ifood q não tem localização real acaba comigo,2022-07-08 19:57:33+00:00,0,0,1,0,pos
4541,1545496848496033795,Guilherme,atenção o @ifood oferece função mercado mas não consegue prestar um bom serviço os itens são cobrados mas não chegam na sua casa e ninguém responde no aplicativo mais um roubo golpe na república das bananas! fica o alerta #ifood @hortifruti #roubo #golpe,2022-07-08 19:55:37+00:00,0,1,1,0,pos
4542,1545496775741644801,BIT magazine,"@maiajamanas @kimpaim covid"" ifood e pessoa para krl para eu ter mutação é me espalhar mais mas e claro que eu vou""",2022-07-08 19:55:19+00:00,0,0,0,0,neg
4543,1545496705453498369,Lich⚢︎,esses são os principais requisitos para ser restaurante parceiro do ifood e vender muito https t co zfbaa fsvx,2022-07-08 19:55:03+00:00,0,0,0,0,pos
4545,1545496425844318208,Ga31,porra mt gostosinho trabalhar de ifood fico fzd compras pros outros o dia todo mo paz,2022-07-08 19:53:56+00:00,0,0,0,0,pos
4546,1545496176291708928,G W,lembro do primeiro deploy que eu fiz no ifood mesmo com a supervisão da sênior me tremi em todos os passos https t co q mvnralh,2022-07-08 19:52:57+00:00,0,3,9,0,pos
4547,1545496015666614276,MSc.,@ifood um açaí do bom para refrescar nessa tarde 😎,2022-07-08 19:52:18+00:00,0,0,2,0,pos
4548,1545495776515719168,giovana 🗿,"@luciano @jairbolsonaro o covid olhando isso e falando covid"" opa festa é ifood de graça e claro que eu vou""",2022-07-08 19:51:21+00:00,0,0,1,0,neg
4549,1545495568033763331,bruna,ué pq ifood não tá aceitando pix?,2022-07-08 19:50:31+00:00,0,1,1,0,pos
4550,1545495282896478208,Nick,@andrezzabisordi âmbar sushi amiga! é perfeito! tem no ifood,2022-07-08 19:49:24+00:00,0,0,1,0,pos
4551,1545495268833038336,︋︋︋︋qυєℓ,o que é pior ser atropelada por um uno azul duas portas ou um entregador de ifood flamenguista?,2022-07-08 19:49:20+00:00,0,2,0,0,neg
4552,1545495192542789635,"Calma, gente!",esse ifood filha da puta tá achando que meu dinheiro é o que? cadê os cupons de desconto,2022-07-08 19:49:02+00:00,0,0,0,0,neg
4553,1545495092668305408,Berimbau,eu pedi um bolo de chocolate com ninho o ifood me mandou o bolo um cheesecake e brownies kkkkkkkk mandei mensagem pra avisar e eles falaram q podia ficar de cortesia,2022-07-08 19:48:38+00:00,0,0,1,0,neg
4555,1545495027287220226,Marcella Alves,@dubiousmistake esse é o ruim de bh ifood quebra demais aqui em ita queimo demais pedindo hambúrguer fim de semana mas é mais fácil de controlar,2022-07-08 19:48:23+00:00,0,0,0,0,neg
